MAKE,MODEL_YR,VEHICLE_TYPE,DRIVE_TRAIN,BODY_FRAME,BLIND_SPOT_DETECTION,ARS,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING,CRASH_IMMINENT_BRAKE,DYNAMIC_BRAKE_SUPPORT,OVERALL_STARS,BACKUP_CAMERA
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
BMW,2023,PC,AWD,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BMW,2023,PC,RWD,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BMW,2023,MPV,AWD,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
BMW,2023,MPV,AWD,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BMW,2023,MPV,RWD,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BMW,2023,MPV,AWD,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
BUICK,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
BUICK,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
BUICK,2023,MPV,AWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
BUICK,2023,MPV,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
BUICK,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
BUICK,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2023,PC,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2023,PC,RWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2023,MPV,2WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CADILLAC,2023,MPV,4WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CADILLAC,2023,MPV,2WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CADILLAC,2023,MPV,4WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CADILLAC,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Optional,Standard,Standard,5.0,Not Available
CADILLAC,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Optional,Standard,Standard,5.0,Not Available
CADILLAC,2023,MPV,AWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2023,MPV,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,MPV,AWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,MPV,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,PC,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,PC,FWD,Not Available,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,PC,RWD,Not Available,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2023,PC,RWD,Not Available,Optional,Optional,Optional,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2023,PC,RWD,Not Available,Optional,Optional,Optional,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2023,MPV,AWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,MPV,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,PC,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,TRUCK,4WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,TRUCK,RWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,MPV,2WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CHEVROLET,2023,MPV,4WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CHEVROLET,2023,MPV,2WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CHEVROLET,2023,MPV,4WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CHEVROLET,2023,MPV,AWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,MPV,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,MPV,AWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2023,MPV,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
CHRYSLER,2023,PC,AWD,Not Available,Not Available,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
CHRYSLER,2023,PC,RWD,Not Available,Not Available,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
CHRYSLER,2023,MPV,FWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CHRYSLER,2023,MPV,FWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CHRYSLER,2023,MPV,FWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,5.0,Not Available
DODGE,2023,PC,RWD,Not Available,Not Available,Not Available,Optional,Not Available,Not Available,Not Available,5.0,Not Available
DODGE,2023,PC,RWD,Not Available,Not Available,Not Available,Optional,Not Available,Not Available,Not Available,5.0,Not Available
DODGE,2023,PC,AWD,Not Available,Not Available,Not Available,Optional,Not Available,Not Available,Not Available,5.0,Not Available
DODGE,2023,PC,AWD,Not Available,Not Available,Not Available,Optional,Optional,Optional,Not Available,5.0,Not Available
DODGE,2023,PC,RWD,Not Available,Not Available,Not Available,Optional,Optional,Optional,Optional,5.0,Not Available
DODGE,2023,MPV,AWD,Not Available,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
DODGE,2023,MPV,RWD,Not Available,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
FORD,2023,MPV,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,AWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,FWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,AWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,FWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,AWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,FWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,FWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,MPV,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,TRUCK,4WD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,PC,4WD,Not Available,Optional,Standard,Standard,Optional,Standard,Optional,4.0,Not Available
FORD,2023,PC,FWD,Not Available,Optional,Standard,Standard,Optional,Standard,Optional,4.0,Not Available
FORD,2023,PC,FWD,Not Available,Optional,Standard,Standard,Optional,Standard,Optional,4.0,Not Available
FORD,2023,PC,RWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
FORD,2023,PC,RWD,Not Available,Optional,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
FORD,2023,TRUCK,4WD,Not Available,Standard,Not Available,Standard,Optional,Standard,Standard,4.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Standard,Not Available,Standard,Optional,Standard,Standard,4.0,Not Available
FORD,2023,TRUCK,4WD,Not Available,Standard,Not Available,Standard,Optional,Standard,Standard,4.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Standard,Not Available,Standard,Optional,Standard,Standard,4.0,Not Available
FORD,2023,TRUCK,FWD,Not Available,Optional,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
FORD,2023,TRUCK,AWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,3.0,Not Available
FORD,2023,TRUCK,AWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,3.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,2.0,Not Available
FORD,2023,TRUCK,AWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,3.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,3.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,3.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,4.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,3.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,3.0,Not Available
FORD,2023,TRUCK,RWD,Not Available,Optional,Not Available,Standard,Optional,Standard,Standard,3.0,Not Available
GENESIS,2023,PC,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GENESIS,2023,PC,RWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GENESIS,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GENESIS,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GENESIS,2023,MPV,RWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2023,TRUCK,4WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2023,TRUCK,RWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2023,MPV,AWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2023,MPV,FWD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
GMC,2023,MPV,2WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
GMC,2023,MPV,4WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
GMC,2023,MPV,2WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
GMC,2023,MPV,4WD,Not Available,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HONDA,2023,PC,FWD,Not Available,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2023,PC,FWD,Not Available,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2023,PC,FWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2023,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2023,MPV,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2023,MPV,AWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2023,MPV,FWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2023,TRUCK,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HONDA,2023,TRUCK,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,PC,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,PC,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,TRUCK,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,TRUCK,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,PC,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,PC,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HYUNDAI,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2023,MPV,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HYUNDAI,2023,PC,FWD,Not Available,Not Available,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
INFINITI,2023,MPV,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
INFINITI,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
INFINITI,2023,MPV,AWD,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
INFINITI,2023,MPV,4WD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
INFINITI,2023,MPV,RWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
JEEP,2023,MPV,AWD,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
JEEP,2023,MPV,4WD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
JEEP,2023,MPV,RWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
JEEP,2023,MPV,4WD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
JEEP,2023,MPV,AWD,Not Available,Not Available,Not Available,Optional,Standard,Optional,Optional,4.0,Not Available
KIA,2023,PC,FWD,Not Available,Optional,Optional,Optional,Standard,Optional,Optional,4.0,Not Available
KIA,2023,PC,AWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2023,PC,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2023,MPV,FWD,Not Available,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2023,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2023,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
